Health,BETA,SEBeta,BETA,SEBeta,BETA,SEBeta,BETA,SEBeta
Air Pollutant:,AQHI,,CO,,O3,,PM2.5,
Male,0.03736564,0.02540746,-0.3427532,0.20764757,0.002813581,0.00301774,0.009602256,0.002979406
Warm All,0.01877429,0.02141816,0.07779495,0.25829077,0.000641985,0.002294789,0.001452513,0.003210724
Warm Female,0.06579903,0.02700152,0.1576615,0.325654,0.006388971,0.00288403,0.007480416,0.004072261
Warm Male,-0.03151805,0.02755026,0.00151757,0.3320058,-0.005563091,0.0029599,-0.004751388,0.004112149
Cold All,0.02202369,0.02208722,-0.598677242,0.167077852,0.004758738,0.002702507,0.00912808,0.002450444
Cold Female,-0.006824112,0.023557991,-0.756244218,0.177231347,0.003366868,0.002864437,0.0067066,0.002612525
Cold Male,0.05468214,0.02461151,-0.41860184,0.18747543,0.006418307,0.0030325,0.01188705,0.002736079
Age 0-10 All,0.108639611,0.034595604,-0.58417786,0.28304407,0.005813932,0.004207596,0.02723715,0.00399973
Age 0-10 Female,0.05902183,0.03989227,-0.79716081,0.31828789,0.00250498,0.004861577,0.02103378,0.004627294
Age 0-10 Male,0.1491255,0.0378319,-0.398896,0.315138,0.008516917,0.004580669,0.03230847,0.004381607
Age 11-60 All,0.02436946,0.02256562,-0.3978149,0.18317595,0.002057635,0.002666131,0.007253152,0.002667156
Age 11-60 Female,0.02364038,0.02556639,-0.50575877,0.20686512,0.003291795,0.00302276,0.007371807,0.003018076
Age 11-60 Male,0.02514315,0.02690666,-0.2684893,0.2192634,0.000551004,0.003174638,0.007167858,0.003188793
Age 60+All,-0.118580525,0.033730832,-0.914192479,0.269902991,0.005516771,0.003928231,-0.014818622,0.003858396
Age 60+ Female,-0.119029271,0.038006942,-1.163512845,0.306259306,0.007508726,0.004363057,-0.010845917,0.004336419
Age 60+ Male,-0.118666242,0.041558417,-0.5517314,0.32892834,0.002449574,0.0049299,-0.02080282,0.00479049
All: LAG 13,0.005790196,0.022023908,-0.587188435,0.176545749,0.001002948,0.002566712,0.006282024,0.002578363
Female,-0.00113577,0.02420381,-0.661750363,0.193950563,0.001493964,0.002817609,0.005671267,0.002826263
Male,0.01371276,0.02559435,-0.5013891,0.2051735,0.000426873,0.002985552,0.006991815,0.003008441
Warm All,0.01289797,0.02125187,0.41364392,0.25061807,-0.001213221,0.002249817,0.004185997,0.003098556
Warm Female,0.06329861,0.02618309,0.63550913,0.31012704,0.003599689,0.002764979,0.008713829,0.003807674
Warm Male,-0.04400291,0.02794067,0.1680537,0.328024,-0.006810831,0.002964127,-0.00077535,0.004089523
